datum,mesto,naslov,sifra_umetnika
2019-03-10,5,Gotta Go,346585
2019-03-10,6,After You&rsquo;ve Gone,355157
2019-03-10,7,Song request (Feat. SUGA of BTS),358173
2019-03-10,8,YES or YES,364940
2019-03-10,9,Enough,360019
2019-03-10,10,180 Degree,348337
2019-03-17,1,DALLA DALLA,358973
2019-03-17,2,BIRD,359924
2019-03-17,3,Rooftop,361765
2019-03-17,4,twit,358962
2019-03-17,5,Gotta Go,346585
2019-03-17,6,Senorita,345622
2019-03-17,7,Fire up,357840
2019-03-17,8,Song request (Feat. SUGA of BTS),358173
2019-03-17,9,After You&rsquo;ve Gone,355157
2019-03-17,10,YES or YES,364940
2019-03-24,1,DALLA DALLA,358973
2019-03-24,2,Rooftop,361765
2019-03-24,3,CROWN,360357
2019-03-24,4,Gotta Go,346585
2019-03-24,5,twit,358962
2019-03-24,6,BIRD,359924
2019-03-24,7,Fire up,357840
2019-03-24,8,FOCUS ON ME,
2019-03-24,9,The day was beautiful,359232
2019-03-24,10,YES or YES,364940
2019-03-31,1,LOVEDRUNK (ft. CRUSH),361195
2019-03-31,2,gogobebe,353617
2019-03-31,3,DALLA DALLA,358973
2019-03-31,4,Rooftop,361765
2019-03-31,5,twit,358962
2019-03-31,6,Gotta Go,346585
2019-03-31,7,Fire up,357840
2019-03-31,8,YES or YES,364940
2019-03-31,9,Song request (Feat. SUGA of BTS),358173
2019-04-07,1,gogobebe,353617
2019-04-07,2,Maybe It&rsquo;s not our fault,360792
2019-04-07,3,Spring (feat. sandara park),
2019-04-07,4,LOVEDRUNK (ft. CRUSH),361195
2019-04-07,5,DALLA DALLA,358973
2019-04-07,6,Rooftop,361765
2019-04-07,7,Gotta Go,346585
2019-04-07,8,For Lovers Who Hesitate,361183
2019-04-07,9,twit,358962
2019-04-07,10,Every moment with you,362867
2019-04-14,1,L.O.V.E,361599
2019-04-14,2,Every moment with you,362867
2019-04-14,3,Four Seasons,361999
2019-04-14,4,Karaoke,362867
2019-04-14,5,DALLA DALLA,358973
2019-04-14,6,Maybe It&rsquo;s not our fault,360792
2019-04-14,7,gogobebe,353617
2019-04-14,8,Rooftop,361765
2019-04-14,9,LOVEDRUNK (ft. CRUSH),361195
2019-04-14,10,For Lovers Who Hesitate,361183
2019-04-21,1,Violeta,351072
2019-04-21,2,Beautiful goodbye,362011
2019-04-21,3,Four Seasons,361999
2019-04-21,4,Every moment with you,362867
2019-04-21,5,Bom,239348
2019-04-21,6,Karaoke,362867
2019-04-21,7,DALLA DALLA,358973
2019-04-21,8,Maybe It&rsquo;s not our fault,360792
2019-04-21,9,gogobebe,353617
2019-04-21,10,Rooftop,361765
2019-04-28,1,Boy With Luv (feat. Halsey),347972
2019-04-28,2,Bom,239348
2019-04-28,3,Four Seasons,361999
2019-04-28,4,Kill This Love,389341
2019-04-28,5,Violeta,351072
2019-04-28,6,Karaoke,362867
2019-04-28,7,Every moment with you,362867
2019-04-28,8,DALLA DALLA,358973
2019-04-28,9,Stars over me,239348
2019-04-28,10,Beautiful goodbye,362011
2019-05-05,1,Boy With Luv (feat. Halsey),347972
2019-05-05,2,For Lovers Who Hesitate,361183
2019-05-05,3,Bom,239348
2019-05-05,4,Four Seasons,361999
2019-05-05,5,Kill This Love,389341
2019-05-05,6,Violeta,351072
2019-05-05,7,Every moment with you,362867
2019-05-05,8,Karaoke,362867
2019-05-05,9,DALLA DALLA,358973
2019-05-05,10,Mikrokosmos,347972
2019-05-12,1,Boy With Luv (feat. Halsey),347972
2019-05-12,2,FANCY,364940
2019-05-12,3,Kill This Love,389341
2019-05-12,4,For Lovers Who Hesitate,361183
2019-05-12,5,Bom,239348
2019-05-12,6,Four Seasons,361999
2019-05-12,7,Karaoke,362867
2019-05-12,8,Every moment with you,362867
2019-05-12,9,DALLA DALLA,358973
2019-05-12,10,Stars over me,239348
2019-05-19,1,BET BET,364146
2019-05-19,2,Boy With Luv (feat. Halsey),347972
2019-05-19,3,FANCY,364940
2019-05-19,4,For Lovers Who Hesitate,361183
2019-05-19,5,Bom,239348
2019-05-19,6,Four Seasons,361999
2019-05-19,7,Kill This Love,389341
2019-05-19,8,Karaoke,362867
2019-05-19,9,DALLA DALLA,358973
2019-05-19,10,Mikrokosmos,347972
2019-05-26,1,Boy With Luv (feat. Halsey),347972
2019-05-26,2,FANCY,364940
2019-05-26,3,For Lovers Who Hesitate,361183
2019-05-26,4,BET BET,364146
2019-05-26,5,Goodbye,364567
2019-05-26,6,Four Seasons,361999
2019-05-26,7,Bom,239348
2019-05-26,8,Kill This Love,389341
2019-05-26,9,Karaoke,362867
2019-05-26,10,DALLA DALLA,358973
2019-06-02,1,Boy With Luv (feat. Halsey),347972
2019-06-02,2,AH YEAH,355065
2019-06-02,3,FANCY,364940
2019-06-02,4,For Lovers Who Hesitate,361183
2019-06-02,5,Goodbye,364567
2019-06-02,6,Four Seasons,361999
2019-06-02,7,Bom,239348
2019-06-02,8,Karaoke,362867
2019-06-02,9,The fifth season(SSFWL),348488
2019-06-02,10,Summer,361183
2019-06-09,1,ECLIPSE,348434
2019-06-09,2,Boy With Luv (feat. Halsey),347972
2019-06-09,3,FANCY,364940
2019-06-09,4,For Lovers Who Hesitate,361183
2019-06-09,5,Begin Again,
2019-06-09,6,If there was practice in love (Prod. 2soo),364963
2019-06-09,7,Unspoken Words,365474
2019-06-09,8,Goodbye,364567
2019-06-09,9,Four Seasons,361999
2019-06-09,10,Bom,239348
2019-06-16,1,Superhuman,365887
2019-06-16,2,Boy With Luv (feat. Halsey),347972
2019-06-16,3,Unspoken Words,365474
2019-06-16,4,FANCY,364940
2019-06-16,5,If there was practice in love (Prod. 2soo),364963
2019-06-16,6,For Lovers Who Hesitate,361183
2019-06-16,7,Four Seasons,361999
2019-06-16,8,Goodbye,364567
2019-06-16,9,Bom,239348
2019-06-16,10,Karaoke,362867
2019-06-23,1,Boy With Luv (feat. Halsey),347972
2019-06-23,2,Boogie Up,366246
2019-06-23,3,Unspoken Words,365474
2019-06-23,4,NO ONE (Feat. B.I of iKON),389498
2019-06-23,5,If there was practice in love (Prod. 2soo),364963
2019-06-23,6,FANCY,364940
2019-06-23,7,For Lovers Who Hesitate,361183
2019-06-23,8,Four Seasons,361999
2019-06-23,9,Goodbye,364567
2019-06-23,10,Karaoke,362867
2019-06-30,1,Boy With Luv (feat. Halsey),347972
2019-06-30,2,Follow,366284
2019-06-30,3,Unspoken Words,365474
2019-06-30,4,If there was practice in love (Prod. 2soo),364963
2019-06-30,5,FANCY,364940
2019-06-30,6,To be honest,367232
2019-06-30,7,NO ONE (Feat. B.I of iKON),389498
2019-06-30,8,Four Seasons,361999
2019-06-30,9,For Lovers Who Hesitate,361183
2019-06-30,10,Goodbye,364567
2019-07-07,1,Zimzalabim,354121
2019-07-07,2,Boy With Luv (feat. Halsey),347972
2019-07-07,3,Unspoken Words,365474
2019-07-07,4,If there was practice in love (Prod. 2soo),364963
2019-07-07,5,To be honest,367232
2019-07-07,6,Drunk On Love,366724
2019-07-07,7,FANCY,364940
2019-07-07,8,Four Seasons,361999
2019-07-07,9,NO ONE (Feat. B.I of iKON),389498
2019-07-07,10,For Lovers Who Hesitate,361183
2019-07-14,1,Snapping,346585
2019-07-14,2,Drunk On Love,366724
2019-07-14,3,Boy With Luv (feat. Halsey),347972
2019-07-14,4,Zimzalabim,354121
2019-07-14,5,Unspoken Words,365474
2019-07-14,6,To be honest,367232
2019-07-14,7,If there was practice in love (Prod. 2soo),364963
2019-07-14,8,FANCY,364940
2019-07-14,9,Gotta Go,346585
2019-07-14,10,Four Seasons,361999
2019-07-21,1,Fever,357139
2019-07-21,2,Snapping,346585
2019-07-21,3,Drunk On Love,366724
2019-07-21,4,Unspoken Words,365474
2019-07-21,5,Thank you for Goodbye,348337
2019-07-21,6,If there was practice in love (Prod. 2soo),364963
2019-07-21,7,Boy With Luv (feat. Halsey),347972
2019-07-21,8,To be honest,367232
2019-07-21,9,FANCY,364940
2019-07-21,10,Zimzalabim,354121
2019-07-28,1,UN Village,368552
2019-07-28,2,Thank you for Goodbye,348337
2019-07-28,3,Drunk On Love,366724
2019-07-28,4,Snapping,346585
2019-07-28,5,Boy With Luv (feat. Halsey),347972
2019-07-28,6,We don`t talk together (Feat. Giriboy) (Prod. SUGA),404858
2019-07-28,7,If there was practice in love (Prod. 2soo),364963
2019-07-28,8,Unspoken Words,365474
2019-07-28,9,To be honest,367232
2019-07-28,10,Your regards,367651
2019-08-04,1,UN Village,368552
2019-08-04,2,Thank you for Goodbye,348337
2019-08-04,3,Drunk On Love,366724
2019-08-04,4,Snapping,346585
2019-08-04,5,Boy With Luv (feat. Halsey),347972
2019-08-04,6,If there was practice in love (Prod. 2soo),364963
2019-08-04,7,Your regards,367651
2019-08-04,8,Unspoken Words,365474
2019-08-04,9,To be honest,367232
2019-08-04,10,You I,368948
2019-08-11,1,What a life,368849
2019-08-11,2,Drunk On Love,366724
2019-08-11,3,Thank you for Goodbye,348337
2019-08-11,4,Boy With Luv (feat. Halsey),347972
2019-08-11,5,Snapping,346585
2019-08-11,6,Your regards,367651
2019-08-11,7,If there was practice in love (Prod. 2soo),364963
2019-08-11,8,Unspoken Words,365474
2019-08-11,9,You I,368948
2019-08-11,10,Phocha,368860
2019-08-18,1,What are you up to,369282
2019-08-18,2,ICY,358973
2019-08-18,3,Thank you for Goodbye,348337
2019-08-18,4,BOOM,370622
2019-08-18,5,Drunk On Love,366724
2019-08-18,6,Snapping,346585
2019-08-18,7,Boy With Luv (feat. Halsey),347972
2019-08-18,8,Your regards,367651
2019-08-18,9,If there was practice in love (Prod. 2soo),364963
2019-08-18,10,Unspoken Words,365474
2019-08-25,1,ICY,358973
2019-08-25,2,BUNGEE (Fall in Love),348488
2019-08-25,3,Drunk On Love,366724
2019-08-25,4,BOOM,370622
2019-08-25,5,Thank you for Goodbye,348337
2019-08-25,6,Snapping,346585
2019-08-25,7,Boy With Luv (feat. Halsey),347972
2019-08-25,8,Your regards,367651
2019-08-25,9,If there was practice in love (Prod. 2soo),364963
2019-08-25,10,Phocha,368860
2019-09-01,1,ICY,358973
2019-09-01,2,BUNGEE (Fall in Love),348488
2019-09-01,3,BOOM,370622
2019-09-01,4,Drunk On Love,366724
2019-09-01,5,Boy With Luv (feat. Halsey),347972
2019-09-01,6,Thank you for Goodbye,348337
2019-09-01,7,Your regards,367651
2019-09-01,8,Snapping,346585
2019-09-01,9,Phocha,368860
2019-09-01,10,If there was practice in love (Prod. 2soo),364963
2019-09-08,1,Umpah Umpah,354121
2019-09-08,2,ICY,358973
2019-09-08,3,Drunk On Love,366724
2019-09-08,4,Boy With Luv (feat. Halsey),347972
2019-09-08,5,Your regards,367651
2019-09-08,6,Thank you for Goodbye,348337
2019-09-08,7,Call Anytime (Feat. Mino),
2019-09-08,8,Phocha,368860
2019-09-08,9,If there was practice in love (Prod. 2soo),364963
2019-09-08,10,Snapping,346585
2019-09-15,1,FLASH,370828
2019-09-15,2,Umpah Umpah,354121
2019-09-15,3,LALALAY,347055
2019-09-15,4,ICY,358973
2019-09-15,5,Drunk On Love,366724
2019-09-15,6,Boy With Luv (feat. Halsey),347972
2019-09-15,7,Your regards,367651
2019-09-15,8,Thank you for Goodbye,348337
2019-09-15,9,Phocha,368860
2019-09-15,10,If there was practice in love (Prod. 2soo),364963
2019-09-22,1,FLASH,370828
2019-09-22,2,LALALAY,347055
2019-09-22,3,ICY,358973
2019-09-22,4,Umpah Umpah,354121
2019-09-22,5,Drunk On Love,366724
2019-09-22,6,Your regards,367651
2019-09-22,7,Boy With Luv (feat. Halsey),347972
2019-09-22,8,Phocha,368860
2019-09-22,9,Thank you for Goodbye,348337
2019-09-22,10,Goodbye (Prod. Jung Key),371700
2019-09-29,1,Workaholic,239348
2019-09-29,2,FLASH,370828
2019-09-29,3,ICY,358973
2019-09-29,4,Umpah Umpah,354121
2019-09-29,5,LALALAY,347055
2019-09-29,6,Quit,379052
2019-09-29,7,Story of night fall,359232
2019-09-29,8,Your regards,367651
2019-09-29,9,Boy With Luv (feat. Halsey),347972
2019-09-29,10,Drunk On Love,366724
2019-10-06,1,Fear,345359
2019-10-06,2,Workaholic,239348
2019-10-06,3,Your regards,367651
2019-10-06,4,Story of night fall,359232
2019-10-06,5,ICY,358973
2019-10-06,6,The Lonely Bloom Stands Alone,372057
2019-10-06,7,Drunk On Love,366724
2019-10-06,8,Boy With Luv (feat. Halsey),347972
2019-10-06,9,Phocha,368860
2019-10-06,10,LALALAY,347055
2019-10-13,1,Feel Special,364940
2019-10-13,2,"How can I love the heartbreak, you`re the one I love",372941
2019-10-13,3,Workaholic,239348
2019-10-13,4,Fear,345359
2019-10-13,5,Your regards,367651
2019-10-13,6,Boy With Luv (feat. Halsey),347972
2019-10-13,7,The Lonely Bloom Stands Alone,372057
2019-10-13,8,Story of night fall,359232
2019-10-13,9,ICY,358973
2019-10-13,10,Drunk On Love,366724
2019-10-20,1,Shall we?,362011
2019-10-20,2,"How can I love the heartbreak, you`re the one I love",372941
2019-10-20,3,Feel Special,364940
2019-10-20,4,Workaholic,239348
2019-10-20,5,I&#039;m a little drunk (Prod. 2soo),364963
2019-10-20,6,The Lonely Bloom Stands Alone,372057
2019-10-20,7,Story of night fall,359232
2019-10-20,8,Your regards,367651
2019-10-20,9,Phocha,368860
2019-10-20,10,Drunk On Love,366724
2019-10-27,1,"How can I love the heartbreak, you`re the one I love",372941
2019-10-27,2,Feel Special,364940
2019-10-27,3,BLIND FOR LOVE,
2019-10-27,4,Workaholic,239348
2019-10-27,5,Shall we?,362011
2019-10-27,6,Empty,346001
2019-10-27,7,I&#039;m a little drunk (Prod. 2soo),364963
2019-10-27,8,The Lonely Bloom Stands Alone,372057
2019-10-27,9,Your regards,367651
2019-10-27,10,I Still love you a lot,373333
2019-11-03,1,SUPER Clap,374254
2019-11-03,2,"How can I love the heartbreak, you`re the one I love",372941
2019-11-03,3,GOOD BAM,361765
2019-11-03,4,Workaholic,239348
2019-11-03,5,Feel Special,364940
2019-11-03,6,Falling Leaves are Beautiful,404858
2019-11-03,7,Another Love,367651
2019-11-03,8,I&#039;m a little drunk (Prod. 2soo),364963
2019-11-03,9,Your regards,367651
2019-11-03,10,The Lonely Bloom Stands Alone,372057
2019-11-10,1,LOVE ME,364146
2019-11-10,2,"How can I love the heartbreak, you`re the one I love",372941
2019-11-10,3,Run Away,360357
2019-11-10,4,Another Love,367651
2019-11-10,5,Feel Special,364940
2019-11-10,6,I&#039;m a little drunk (Prod. 2soo),364963
2019-11-10,7,Workaholic,239348
2019-11-10,8,Your regards,367651
2019-11-10,9,The Lonely Bloom Stands Alone,372057
2019-11-10,10,I Still love you a lot,373333
2019-11-17,1,Spark,361999
2019-11-17,2,Follow,351688
2019-11-17,3,"How can I love the heartbreak, you`re the one I love",372941
2019-11-17,4,Another Love,367651
2019-11-17,5,I&#039;m a little drunk (Prod. 2soo),364963
2019-11-17,6,Feel Special,364940
2019-11-17,7,Workaholic,239348
2019-11-17,8,LOVE ME,364146
2019-11-17,9,I Still love you a lot,373333
2019-11-17,10,SOSO,355065
2019-11-24,1,You Calling My Name,348434
2019-11-24,2,"How can I love the heartbreak, you`re the one I love",372941
2019-11-24,3,Spark,361999
2019-11-24,4,Another Love,367651
2019-11-24,5,I&#039;m a little drunk (Prod. 2soo),364963
2019-11-24,6,I Still love you a lot,373333
2019-11-24,7,Workaholic,239348
2019-11-24,8,Feel Special,364940
2019-11-24,9,The Lonely Bloom Stands Alone,372057
2019-11-24,10,Your regards,367651
2019-12-01,1,HIP,353617
2019-12-01,2,Late Night,375926
2019-12-01,3,"How can I love the heartbreak, you`re the one I love",372941
2019-12-01,4,Spark,361999
2019-12-01,5,Another Love,367651
2019-12-01,6,I Still love you a lot,373333
2019-12-01,7,I&#039;m a little drunk (Prod. 2soo),364963
2019-12-01,8,Feel Special,364940
2019-12-01,9,Call me back,348986
2019-12-01,10,The Lonely Bloom Stands Alone,372057
2019-12-08,1,Love poem,350612
2019-12-08,2,Blueming,350612
2019-12-08,3,HIP,353617
2019-12-08,4,Late Night,375926
2019-12-08,5,Blue Flame,376414
2019-12-08,6,"How can I love the heartbreak, you`re the one I love",372941
2019-12-08,7,As you Wish,366246
2019-12-08,8,Spark,361999
2019-12-08,9,Call me back,348986
2019-12-08,10,Another Love,367651
2019-12-15,1,Obsession,352301
2019-12-15,2,Blueming,350612
2019-12-15,3,Love poem,350612
2019-12-15,4,HIP,353617
2019-12-15,5,Late Night,375926
2019-12-15,6,"How can I love the heartbreak, you`re the one I love",372941
2019-12-15,7,Spark,361999
2019-12-15,8,Come See Me,
2019-12-15,9,Call me back,348986
2019-12-15,10,I Still love you a lot,373333
2019-12-22,1,Obsession,352301
2019-12-22,2,Blueming,350612
2019-12-22,3,Love poem,350612
2019-12-22,4,Late Night,375926
2019-12-22,5,HIP,353617
2019-12-22,6,360,361599
2019-12-22,7,"How can I love the heartbreak, you`re the one I love",372941
2019-12-22,8,Dear,365474
2019-12-22,9,Goodbye list,
2019-12-22,10,Spark,361999
2019-12-29,1,Blueming,350612
2019-12-29,2,Square (2017),360792
2019-12-29,3,Love poem,350612
2019-12-29,4,Obsession,352301
2019-12-29,5,HIP,353617
2019-12-29,6,Late Night,375926
2019-12-29,7,First Winter,
2019-12-29,8,"How can I love the heartbreak, you`re the one I love",372941
2019-12-29,9,Dear,365474
2019-12-29,10,The Time I Need,
2020-01-05,1,Blueming,350612
2020-01-05,2,Square (2017),360792
2020-01-05,3,Obsession,352301
2020-01-05,4,Love poem,350612
2020-01-05,5,HIP,353617
2020-01-05,6,Late Night,375926
2020-01-05,7,"How can I love the heartbreak, you`re the one I love",372941
2020-01-05,8,Dear,365474
2020-01-05,9,Boy With Luv (feat. Halsey),347972
2020-01-05,10,First Winter,
2020-01-12,1,Psycho,354121
2020-01-12,2,Blueming,350612
2020-01-12,3,HIP,353617
2020-01-12,4,Love poem,350612
2020-01-12,5,Late Night,375926
2020-01-12,6,Square (2017),360792
2020-01-12,7,"How can I love the heartbreak, you`re the one I love",372941
2020-01-12,8,Obsession,352301
2020-01-12,9,"No love, No Heartbreak",378184
2020-01-12,10,Spark,361999
2020-01-19,1,Psycho,354121
2020-01-19,2,Blueming,350612
2020-01-19,3,HIP,353617
2020-01-19,4,Spark,361999
2020-01-19,5,Love poem,350612
2020-01-19,6,Square (2017),360792
2020-01-19,7,Late Night,375926
2020-01-19,8,"How can I love the heartbreak, you`re the one I love",372941
2020-01-19,9,Dear,365474
2020-01-19,10,Boy With Luv (feat. Halsey),347972
2020-01-26,1,Good Guy,360019
2020-01-26,2,Psycho,354121
2020-01-26,3,Blueming,350612
2020-01-26,4,HIP,353617
2020-01-26,5,Late Night,375926
2020-01-26,6,Square (2017),360792
2020-01-26,7,Love poem,350612
2020-01-26,8,"How can I love the heartbreak, you`re the one I love",372941
2020-01-26,9,Boy With Luv (feat. Halsey),347972
2020-01-26,10,Dear,365474
2020-02-02,1,Psycho,354121
2020-02-02,2,Any song,344897
2020-02-02,3,Blueming,350612
2020-02-02,4,HIP,353617
2020-02-02,5,Square (2017),360792
2020-02-02,6,Late Night,375926
2020-02-02,7,"How can I love the heartbreak, you`re the one I love",372941
2020-02-02,8,Boy With Luv (feat. Halsey),347972
2020-02-02,9,Dear Me,361999
2020-02-02,10,Dear,365474
2020-02-09,1,Any song,344897
2020-02-09,2,Psycho,354121
2020-02-09,3,Blueming,350612
2020-02-09,4,HIP,353617
2020-02-09,5,Dear Me,361999
2020-02-09,6,Late Night,375926
2020-02-09,7,Square (2017),360792
2020-02-09,8,Boy With Luv (feat. Halsey),347972
2020-02-09,9,"How can I love the heartbreak, you`re the one I love",372941
2020-02-09,10,Love poem,350612
2020-02-16,1,Any song,344897
2020-02-16,2,Psycho,354121
2020-02-16,3,2YA2YAO!,374254
2020-02-16,4,Blueming,350612
2020-02-16,5,HIP,353617
2020-02-16,6,Square (2017),360792
2020-02-16,7,"How can I love the heartbreak, you`re the one I love",372941
2020-02-16,8,Late Night,375926
2020-02-16,9,Love poem,350612
2020-02-16,10,Boy With Luv (feat. Halsey),347972
2020-02-23,1,Crossroads,357139
2020-02-23,2,Psycho,354121
2020-02-23,3,Any song,344897
2020-02-23,4,Blueming,350612
2020-02-23,5,HIP,353617
2020-02-23,6,Square (2017),360792
2020-02-23,7,"How can I love the heartbreak, you`re the one I love",372941
2020-02-23,8,Love poem,350612
2020-02-23,9,Late Night,375926
2020-02-23,10,Boy With Luv (feat. Halsey),347972
2020-03-01,1,Any song,344897
2020-03-01,2,Psycho,354121
2020-03-01,3,Blueming,350612
2020-03-01,4,Eclipse,380536
2020-03-01,5,HIP,353617
2020-03-01,6,"How can I love the heartbreak, you`re the one I love",372941
2020-03-01,7,Late Night,375926
2020-03-01,8,Love poem,350612
2020-03-01,9,Crossroads,357139
2020-03-01,10,Square (2017),360792
2020-03-08,1,ON,347972
2020-03-08,2,Any song,344897
2020-03-08,3,Psycho,354121
2020-03-08,4,FIESTA,351072
2020-03-08,5,Blueming,350612
2020-03-08,6,HIP,353617
2020-03-08,7,Love poem,350612
2020-03-08,8,Late Night,375926
2020-03-08,9,"How can I love the heartbreak, you`re the one I love",372941
2020-03-08,10,Square (2017),360792
2020-03-15,1,ON,347972
2020-03-15,2,Any song,344897
2020-03-15,3,FIESTA,351072
2020-03-15,4,Psycho,354121
2020-03-15,5,Blueming,350612
2020-03-15,6,HIP,353617
2020-03-15,7,Late Night,375926
2020-03-15,8,"How can I love the heartbreak, you`re the one I love",372941
2020-03-15,9,Love poem,350612
2020-03-15,10,Boy With Luv (feat. Halsey),347972
2020-03-22,1,ON,347972
2020-03-22,2,Kick It,365887
2020-03-22,3,Any song,344897
2020-03-22,4,Blueming,350612
2020-03-22,5,Psycho,354121
2020-03-22,6,FIESTA,351072
2020-03-22,7,HIP,353617
2020-03-22,8,Late Night,375926
2020-03-22,9,Love poem,350612
2020-03-22,10,"How can I love the heartbreak, you`re the one I love",372941
2020-03-29,1,ON,347972
2020-03-29,2,WANNABE,358973
2020-03-29,3,Kick It,365887
2020-03-29,4,Any song,344897
2020-03-29,5,Psycho,354121
2020-03-29,6,Blueming,350612
2020-03-29,7,Howling,374849
2020-03-29,8,FIESTA,351072
2020-03-29,9,HIP,353617
2020-03-29,10,Love poem,350612
2020-04-05,1,Kick It,365887
2020-04-05,2,ON,347972
2020-04-05,3,WANNABE,358973
2020-04-05,4,Psycho,354121
2020-04-05,5,Any song,344897
2020-04-05,6,Blueming,350612
2020-04-05,7,Plant,369146
2020-04-05,8,HIP,353617
2020-04-05,9,Late Night,375926
2020-04-05,10,Love poem,350612
2020-04-12,1,2U,369282
2020-04-12,2,Kick It,365887
2020-04-12,3,ON,347972
2020-04-12,4,Any song,344897
2020-04-12,5,Psycho,354121
2020-04-12,6,Blueming,350612
2020-04-12,7,WANNABE,358973
2020-04-12,8,HIP,353617
2020-04-12,9,Late Night,375926
2020-04-12,10,BLOOM,355157
2020-04-19,1,Let&rsquo;s Love,383061
2020-04-19,2,Any song,344897
2020-04-19,3,Psycho,354121
2020-04-19,4,Blueming,350612
2020-04-19,5,WANNABE,358973
2020-04-19,6,2U,369282
2020-04-19,7,BLOOM,355157
2020-04-19,8,ON,347972
2020-04-19,9,Kick It,365887
2020-04-19,10,HIP,353617
2020-04-26,1,Oh my god,345622
2020-04-26,2,Hold,355065
2020-04-26,3,Blueming,350612
2020-04-26,4,Psycho,354121
2020-04-26,5,Any song,344897
2020-04-26,6,ON,347972
2020-04-26,7,Let&rsquo;s Love,383061
2020-04-26,8,Chocolate,383427
2020-04-26,9,WANNABE,358973
2020-04-26,10,BLOOM,355157
2020-05-03,1,Dumhdurum,343777
2020-05-03,2,Any song,344897
2020-05-03,3,WANNABE,358973
2020-05-03,4,Oh my god,345622
2020-05-03,5,ON,347972
2020-05-03,6,BLOOM,355157
2020-05-03,7,Hold,355065
2020-05-03,8,Let&rsquo;s Love,383061
2020-05-03,9,Blueming,350612
2020-05-03,10,Psycho,354121
2020-05-10,1,NOT BY THE MOON,348434
2020-05-10,2,Dumhdurum,343777
2020-05-10,3,Any song,344897
2020-05-10,4,WANNABE,358973
2020-05-10,5,BLOOM,355157
2020-05-10,6,Blueming,350612
2020-05-10,7,ON,347972
2020-05-10,8,But I&#039;ll Miss You,346001
2020-05-10,9,Spit it out,384558
2020-05-10,10,FIESTA,351072
2020-05-17,1,Ridin&rsquo;,370622
2020-05-17,2,Nonstop,348488
2020-05-17,3,Dumhdurum,343777
2020-05-17,4,Any song,344897
2020-05-17,5,Blueming,350612
2020-05-17,6,WANNABE,358973
2020-05-17,7,Bad,348337
2020-05-17,8,BLOOM,355157
2020-05-17,9,ON,347972
2020-05-17,10,Stay Tonight,346585
2020-05-24,1,Nonstop,348488
2020-05-24,2,Knock,376414
2020-05-24,3,eight (Prod. Feat. SUGA of BTS),350612
2020-05-24,4,Ridin&rsquo;,370622
2020-05-24,5,Dumhdurum,343777
2020-05-24,6,Any song,344897
2020-05-24,7,Blueming,350612
2020-05-24,8,WANNABE,358973
2020-05-24,9,ON,347972
2020-05-24,10,Dolphin,348488
2020-05-31,1,I&rsquo;m in Trouble,364146
2020-05-31,2,eight (Prod. Feat. SUGA of BTS),350612
2020-05-31,3,Nonstop,348488
2020-05-31,4,Leo (feat. BAEKHYUN),239348
2020-05-31,5,Zombie,385755
2020-05-31,6,Dumhdurum,343777
2020-05-31,7,Any song,344897
2020-05-31,8,Dolphin,348488
2020-05-31,9,Blueming,350612
2020-05-31,10,ON,347972
2020-06-07,1,Punch,365887
2020-06-07,2,Can&#039;t You See Me?,360357
2020-06-07,3,eight (Prod. Feat. SUGA of BTS),350612
2020-06-07,4,Nonstop,348488
2020-06-07,5,Leo (feat. BAEKHYUN),239348
2020-06-07,6,Dolphin,348488
2020-06-07,7,Dumhdurum,343777
2020-06-07,8,Any song,344897
2020-06-07,9,Blueming,350612
2020-06-07,10,I&rsquo;m in Trouble,364146
2020-06-14,1,Candy,368552
2020-06-14,2,eight (Prod. Feat. SUGA of BTS),350612
2020-06-14,3,Nonstop,348488
2020-06-14,4,Leo (feat. BAEKHYUN),239348
2020-06-14,5,Dolphin,348488
2020-06-14,6,Any song,344897
2020-06-14,7,FANTASIA,351688
2020-06-14,8,Blueming,350612
2020-06-14,9,Dumhdurum,343777
2020-06-14,10,Punch,365887
2020-06-21,1,MORE   MORE,364940
2020-06-21,2,eight (Prod. Feat. SUGA of BTS),350612
2020-06-21,3,Nonstop,348488
2020-06-21,4,Candy,368552
2020-06-21,5,Dolphin,348488
2020-06-21,6,Leo (feat. BAEKHYUN),239348
2020-06-21,7,Any song,344897
2020-06-21,8,Blueming,350612
2020-06-21,9,GANG,387567
2020-06-21,10,GANG Official Remix,
2020-06-28,1,MORE   MORE,364940
2020-06-28,2,eight (Prod. Feat. SUGA of BTS),350612
2020-06-28,3,Nonstop,348488
2020-06-28,4,Oh really,361765
2020-06-28,5,GANG Official Remix,
2020-06-28,6,When We Were Us,
2020-06-28,7,Dolphin,348488
2020-06-28,8,BUTTERFLY,366246
2020-06-28,9,Any song,344897
2020-06-28,10,Leo (feat. BAEKHYUN),239348
2020-07-05,1,Secret Story of the Swan,351072
2020-07-05,2,eight (Prod. Feat. SUGA of BTS),350612
2020-07-05,3,MORE   MORE,364940
2020-07-05,4,Nonstop,348488
2020-07-05,5,Any song,344897
2020-07-05,6,Dolphin,348488
2020-07-05,7,GANG,387567
2020-07-05,8,GANG Official Remix,
2020-07-05,9,Leo (feat. BAEKHYUN),239348
2020-07-05,10,Blueming,350612
2020-07-12,1,Left   Right,345359
2020-07-12,2,eight (Prod. Feat. SUGA of BTS),350612
2020-07-12,3,Nonstop,348488
